Size,Selection,Run,Obj1,Obj2,Obj3
250,Torneio,22,9820.63,9349.48,9628.35
250,Torneio,22,9630.14,9155.09,9463.69
250,Torneio,22,9724.53,9242.1,9575.86
250,Torneio,22,9704.38,9176.59,9549.03
250,Torneio,22,9852.58,9302.47,9729.73
250,Torneio,22,9619.37,9149.86,9549.46
250,Torneio,22,9690.82,9080.94,9582
250,Torneio,22,9797.76,9236.3,9712.26
250,Torneio,22,9708.45,9260.47,9548.89
250,Torneio,22,9905.17,9322.22,9718.56
250,Torneio,22,9746.5,9206.81,9680.08
250,Torneio,22,9561.95,9131.18,9326.41
250,Torneio,22,9679.08,9163.79,9640.2
250,Torneio,22,9655.1,9244.93,9576.31
250,Torneio,22,9812.29,9304.91,9726.33
250,Torneio,22,9836.76,9304.59,9598.44
250,Torneio,22,9628.34,9299.62,9582.86
250,Torneio,22,9827.03,9257.11,9693.14
250,Torneio,22,9806.45,9262.02,9648.96
250,Torneio,22,9783.95,9245.14,9595.64
250,Torneio,22,9722.53,9110.29,9608.59
250,Torneio,22,9741.14,9230.68,9751.68
250,Torneio,22,9568.11,9083.37,9492.18
250,Torneio,22,9844.3,9333.4,9712.56
250,Torneio,22,9693.11,9261.07,9593.91
250,Torneio,22,9846.08,9324.85,9726.04
250,Torneio,22,9732.67,9071.37,9546.59
250,Torneio,22,9807.06,9146.57,9671.27
250,Torneio,22,9798.15,9292.17,9658.21
250,Torneio,22,9753.71,9101.72,9603.95
250,Torneio,22,9721.9,9121.9,9541.53
250,Torneio,22,9708.57,9167.08,9669.19
250,Torneio,22,9789.24,9231.26,9755.07
250,Torneio,22,9722.46,9289.92,9664.02
250,Torneio,22,9579.95,9007.15,9484.89
250,Torneio,22,9847.68,9212.28,9787.42
250,Torneio,22,9722.9,9203.4,9583.34
250,Torneio,22,9708.88,9313.1,9635.06
250,Torneio,22,9872.32,9359.53,9693.21
250,Torneio,22,9859.93,9367.15,9736.5
250,Torneio,22,9801.08,9277.01,9701.38
250,Torneio,22,9714.86,9193.49,9558.17
250,Torneio,22,9863.62,9322.9,9628.54
250,Torneio,22,9890.2,9331.19,9796.56
250,Torneio,22,9844.3,9333.4,9712.56
250,Torneio,22,9717.14,9256.66,9546.28
250,Torneio,22,9843.77,9256.87,9695.75
250,Torneio,22,9791,9264.71,9665.97
250,Torneio,22,9840.46,9265.12,9732.33
250,Torneio,22,9651.31,9191.89,9635.67
250,Torneio,22,9717.67,9210.23,9626.74
250,Torneio,22,9717.67,9210.23,9626.74
250,Torneio,23,9332.83,8731.07,9155.83
250,Torneio,23,9600.47,8925.46,9256.61
250,Torneio,23,9497.4,8725.87,9068.51
250,Torneio,23,9482.05,8914.42,9222.3
250,Torneio,23,9560.03,8849.11,9182.02
250,Torneio,23,9578.73,8853.04,9224.99
250,Torneio,23,9518.1,8887.09,9314.82
250,Torneio,23,9396.69,8784.73,9114.53
250,Torneio,23,9566.44,8910.3,9258.31
250,Torneio,23,9527.83,8784.12,9205.75
250,Torneio,23,9611.22,8950.52,9306.28
250,Torneio,23,9486.65,8787.57,9095.25
250,Torneio,23,9518.1,8887.09,9314.82
250,Torneio,23,9544.9,8920.72,9263.66
250,Torneio,23,9504.74,8800.06,9205.7
250,Torneio,23,9502.96,8734.14,9249.63
250,Torneio,23,9521.81,8910.6,9182.23
250,Torneio,23,9478.83,8822.63,9285.84
250,Torneio,23,9538.43,8798.07,9236.19
250,Torneio,23,9445.88,8786.47,9087.89
250,Torneio,23,9558.44,8953.1,9234.13
250,Torneio,23,9486.1,8892.07,9214.96
250,Torneio,23,9611.22,8950.52,9306.28
250,Torneio,23,9526.37,8852.61,9200.63
250,Torneio,23,9611.22,8950.52,9306.28
250,Torneio,23,9512,8916.92,9262.4
250,Torneio,23,9592.19,8924.49,9253.93
250,Torneio,23,9570.51,8823.48,9262.35
250,Torneio,23,9498.11,8666.76,9032.37
250,Torneio,23,9578.7,8779.32,9328.13
250,Torneio,23,9493.8,8943.9,9203.26
250,Torneio,23,9363.34,8759.24,9153.63
250,Torneio,23,9512.77,8794.7,9078.62
250,Torneio,23,9548.59,8912.42,9238.97
250,Torneio,23,9611.22,8950.52,9306.28
250,Torneio,23,9632.4,8913.2,9218.99
250,Torneio,23,9459.07,8902.52,9193.67
250,Torneio,23,9501.64,8882.81,9247.66
250,Torneio,23,9499.99,8828.75,9206.86
250,Torneio,23,9469.45,8873.07,9275.5
250,Torneio,23,9432.9,8820.06,9221.54
250,Torneio,23,9603.75,8920.93,9304.67
250,Torneio,23,9525.2,8937.94,9228.98
250,Torneio,23,9451.6,8754.27,9051.53
250,Torneio,23,9450.87,8787.83,9186.57
250,Torneio,23,9376.4,8680.95,9071.15
250,Torneio,23,9301.62,8790.71,9042.13
250,Torneio,23,9499.59,8990.58,9225.6
250,Torneio,23,9159.51,8702.05,8931.8
250,Torneio,23,9510.7,8843.52,9217.6
250,Torneio,23,9537.04,8854.61,9206.78
250,Torneio,23,9566.44,8910.3,9258.31
250,Torneio,23,9437.88,8660.44,9166.9
250,Torneio,23,9566.44,8910.3,9258.31
250,Torneio,23,9559.99,8862.82,9290.65
250,Torneio,23,9369.12,8843.02,9205.12
250,Torneio,23,9543.57,8901.56,9222.43
250,Torneio,23,9522.23,8843.65,9235.27
250,Torneio,23,9527.65,8905.05,9196.44
250,Torneio,23,9360.92,8849.31,9159.36
250,Torneio,23,9472.9,8915.72,9206.04
250,Torneio,23,9446.22,8710.78,9141.2
250,Torneio,23,9452.66,8721.38,9140.67
250,Torneio,23,9490.45,8837.57,9241.19
250,Torneio,23,9526.32,8907.48,9177.56
250,Torneio,23,9502.17,8907.04,9274.89
250,Torneio,23,9611.22,8950.52,9306.28
250,Torneio,23,9543.57,8901.56,9222.43
250,Torneio,23,9493.88,8786.03,9271.3
250,Torneio,23,9514.73,8855.9,9196.28
250,Torneio,23,9574.03,8885.7,9272.57
250,Torneio,23,9611.22,8950.52,9306.28
250,Torneio,23,9611.22,8950.52,9306.28
250,Torneio,23,9548.68,8894.85,9292.35
250,Torneio,23,9495.03,8822.04,9221.42
250,Torneio,23,9564.91,8897.01,9213.88
250,Torneio,23,9378.83,8820.1,9221.94
250,Torneio,23,9559.99,8862.82,9290.65
250,Torneio,23,9520.03,8850.07,9216.93
250,Torneio,23,9544.9,8920.72,9263.66
250,Torneio,23,9512,8916.92,9262.4
250,Torneio,23,9562,8927.28,9264.89
250,Torneio,23,9611.22,8950.52,9306.28
250,Torneio,23,9430.29,8714.74,9101.97
250,Torneio,23,9611.22,8950.52,9306.28
250,Torneio,23,9482.85,8764.62,9242.94
250,Torneio,23,9591.25,8842.01,9291.6
250,Torneio,23,9521.12,8820.85,9241.65
250,Torneio,23,9513.51,8850.5,9155.75
250,Torneio,23,9508.84,8855.41,9209.94
250,Torneio,23,9569.26,8889.97,9143.39
250,Torneio,23,9569.26,8889.97,9143.39
250,Torneio,24,10108.8,9048.8,9880.11
250,Torneio,24,10182.8,9073.32,9959.21
250,Torneio,24,9989.43,8841.1,9689.58
250,Torneio,24,10141.6,9082.63,9924.51
250,Torneio,24,10142.7,9085.93,9835.66
250,Torneio,24,10184.3,9066.29,9826.02
250,Torneio,24,10120,9120.62,9975.63
250,Torneio,24,10223.7,9183.73,10025.6
250,Torneio,24,10223.1,9160.63,10022.4
250,Torneio,24,10228.8,9068.41,9855.24
250,Torneio,24,10093.7,9057.32,9865.02
250,Torneio,24,10207.6,9054.86,10023.5
250,Torneio,24,10129.8,9053.8,9834.05
250,Torneio,24,10152.1,9096.84,9895.21
250,Torneio,24,10237.6,9151,9905.4
250,Torneio,24,9886.79,8899.38,9659.22
250,Torneio,24,10150.3,9033.58,9827.39
250,Torneio,24,10083.9,9070.13,9988.11
250,Torneio,24,10042,9059.82,9822.15
250,Torneio,24,10207.6,9054.86,10023.5
250,Torneio,24,10223.7,9183.73,10025.6
250,Torneio,24,10223.1,9160.63,10022.4
250,Torneio,24,9971.22,8956.28,9912.18
250,Torneio,24,10072.9,9125.15,9997.7
250,Torneio,24,10105.3,9057.76,9926.12
250,Torneio,24,10078.4,9057.91,9756.87
250,Torneio,24,10210.4,9173.32,10022.6
250,Torneio,24,9952.58,9035.49,9972.43
250,Torneio,24,10087.3,9110.54,9921.51
250,Torneio,24,10221,9170.43,10014.4
250,Torneio,24,10228.5,9069.66,9975.46
250,Torneio,24,10094.9,9139.17,9939.31
250,Torneio,24,9887.25,8829.23,9808.74
250,Torneio,24,10141.6,9082.63,9924.51
250,Torneio,24,10103.1,9094.95,10012.1
250,Torneio,24,10131.6,9085.65,9891.38
250,Torneio,24,10223.1,9160.63,10022.4
250,Torneio,24,10153.8,9062.89,9980.4
250,Torneio,24,10053.2,8888.55,9789.13
250,Torneio,24,10093.5,9043.67,9942.52
250,Torneio,24,10065.6,8977.57,9792.32
250,Torneio,24,10133.5,9077.94,10002.8
250,Torneio,24,10185.1,9059.83,9988.43
250,Torneio,24,10223.1,9160.63,10022.4
250,Torneio,24,10216.4,9159.57,9891.31
250,Torneio,24,9999.71,9106.2,9962.99
250,Torneio,24,10194.4,9170.46,10052.3
250,Torneio,24,10218.8,9142.6,10027.4
250,Torneio,24,10018.3,9079.2,9863.79
250,Torneio,24,10073.3,9086.52,9841.95
250,Torneio,24,10222.2,9070.93,9941.98
250,Torneio,24,10262.9,9128.11,9963.69
250,Torneio,24,10118.5,8984.92,9807.33
250,Torneio,24,9855.01,8942.17,9843.08
250,Torneio,24,9889.95,9011.33,9843.39
250,Torneio,24,10175.8,9089.37,9951.23
250,Torneio,24,10185.2,9098.63,9973.28
250,Torneio,24,10157.3,9037.37,9841.53
250,Torneio,24,10101.7,9064.21,9882.94
250,Torneio,24,10194.4,9170.46,10052.3
250,Torneio,24,10101.3,9055.63,9928.96
250,Torneio,24,10023.1,9015.89,9814.92
250,Torneio,24,10080.9,9048.77,9984.07
250,Torneio,24,10110,9051.48,9929.98
250,Torneio,24,10153.9,9113.1,9865.02
250,Torneio,24,10117.1,9094.6,9929.13
250,Torneio,24,10016.3,8894.47,9712.24
250,Torneio,24,10051,9024.9,10024.9
250,Torneio,24,9971.51,8954.25,9906.73
250,Torneio,24,9990.95,8872.36,9892.24
250,Torneio,24,10196.8,9142.28,10041.7
250,Torneio,24,9939.74,9013.83,9904.72
250,Torneio,24,10092.9,9031.4,9887.08
250,Torneio,24,10100.1,9078.25,9904.72
250,Torneio,24,10144.2,9094.02,10000.3
250,Torneio,24,10223.1,9160.63,10022.4
250,Torneio,24,10067.5,8984.91,9910.83
250,Torneio,24,10116.5,9160.47,10035.9
250,Torneio,24,10190.5,9121.37,9979.77
250,Torneio,24,10237.6,9151,9905.4
250,Torneio,24,10073.2,9104.57,9916.49
250,Torneio,24,10106.1,9072.49,9965.16
250,Torneio,24,9976.42,8895.94,9948.23
250,Torneio,24,10064.3,9051.27,10053.9
250,Torneio,24,10074.2,9038.26,10025
250,Torneio,24,10091,9064.87,9905.14
250,Torneio,24,10160.9,9129.76,9974.77
250,Torneio,24,10052.9,8995.2,9973.67
250,Torneio,24,10144.5,9099.04,9946.02
250,Torneio,24,10144.5,9099.04,9946.02
250,Torneio,24,10223.1,9160.63,10022.4
250,Torneio,24,10223.1,9160.63,10022.4
250,Torneio,25,9856.04,9952.52,9868.83
250,Torneio,25,9921.28,9896.52,9880.61
250,Torneio,25,9865.42,9911.41,9814.21
250,Torneio,25,9816.8,9844.49,9740.85
250,Torneio,25,9774.68,9695.83,9682.08
250,Torneio,25,9949.6,9895.53,9800.78
250,Torneio,25,9751.34,9829.73,9766.03
250,Torneio,25,9804.25,9947.19,9840.71
250,Torneio,25,9750.34,9843.12,9756.14
250,Torneio,25,9932.24,9988.5,9907.32
250,Torneio,25,9994.81,9863.76,9852.43
250,Torneio,25,9999.5,9885.52,9772.07
250,Torneio,25,9911.37,9899.49,9843.73
250,Torneio,25,9730.69,9634.15,9586.88
250,Torneio,25,9837.57,9917.39,9805.49
250,Torneio,25,9836.88,9898.44,9878.05
250,Torneio,25,9800.09,9865.75,9760.97
250,Torneio,25,9947.05,9827.9,9850.78
250,Torneio,25,9725.43,9764.97,9732.68
250,Torneio,25,9802.83,9850.31,9752.67
250,Torneio,25,9737.07,9883.07,9779.28
250,Torneio,25,9856.04,9952.52,9868.83
250,Torneio,25,9708.92,9774.56,9664.06
250,Torneio,25,9816.44,9680.3,9743.73
250,Torneio,25,9767.56,9897.67,9720.43
250,Torneio,25,9741.35,9790.09,9736.13
250,Torneio,25,9705.51,9865.33,9780.67
250,Torneio,25,9862.23,9868.49,9754.44
250,Torneio,25,9835.47,9880.17,9833.67
250,Torneio,25,9809.85,9840.6,9868.95
250,Torneio,25,9770.24,9946.16,9771.74
250,Torneio,25,9840.9,9894.33,9814.84
250,Torneio,25,9932.24,9988.5,9907.32
250,Torneio,25,9796.56,9946.25,9760.25
250,Torneio,25,9873.52,9881.74,9841.5
250,Torneio,25,9926.22,9892.31,9869.13
250,Torneio,25,9821.76,9933.65,9856.95
250,Torneio,25,9759.78,9905.8,9814
250,Torneio,25,9824.38,9918.03,9859.9
250,Torneio,25,9751.83,9866.43,9751.93
250,Torneio,25,9641.89,9742.97,9613.86
250,Torneio,25,9913.83,9991.11,9905.77
250,Torneio,25,9813.14,9818.13,9708.91
250,Torneio,25,9755.65,9844.13,9727.61
250,Torneio,25,9701.74,9739.06,9706.38
250,Torneio,25,9918.17,9965.4,9889.44
250,Torneio,25,9770.04,9802.77,9739.92
250,Torneio,25,9773.78,9812.14,9754.69
250,Torneio,25,9747.44,9750.02,9619.53
250,Torneio,25,9893.14,9880.67,9877.49
250,Torneio,25,9751.4,9802.41,9743.13
250,Torneio,25,9688.05,9879.22,9782.58
250,Torneio,25,9688.53,9780.58,9611.38
250,Torneio,25,9831.49,9897.57,9775.14
250,Torneio,25,9782.17,9912.77,9844.41
250,Torneio,25,9794.87,9755.73,9669.06
250,Torneio,25,9802.19,9808.12,9750.08
250,Torneio,25,9799.12,9921.39,9827.48
250,Torneio,25,9780.32,9801.38,9774.78
250,Torneio,25,9708.55,9795.7,9738.93
250,Torneio,25,9832.47,9878.24,9790.41
250,Torneio,25,9884.07,9900.94,9824.9
250,Torneio,25,9622.91,9833.87,9753.42
250,Torneio,25,9822.62,9938.14,9799.99
250,Torneio,25,9810.27,9895.16,9839.71
250,Torneio,25,9725.52,9788.1,9783.09
250,Torneio,25,9856.04,9952.52,9868.83
250,Torneio,25,9768.89,9820.06,9834.95
250,Torneio,25,9797.56,9869.85,9798.96
250,Torneio,25,9896.51,9887.35,9766.32
250,Torneio,25,9846.21,9973.79,9879.21
250,Torneio,25,9779.4,9785.31,9736.81
250,Torneio,25,9765.9,9835.52,9736.39
250,Torneio,25,9958.76,9887.1,9821.04
250,Torneio,25,9841.39,9812.21,9726.56
250,Torneio,25,9791.25,9884.56,9803.64
250,Torneio,25,9894.82,9912.79,9759.68
250,Torneio,25,9744.43,9924.93,9843.06
250,Torneio,25,9811.93,9954.92,9867.32
250,Torneio,25,9843,9970.72,9820.54
250,Torneio,25,9746.9,9639.69,9742.2
250,Torneio,25,9811.93,9954.92,9867.32
250,Torneio,25,9754.05,9752.46,9661.03
250,Torneio,25,9507.4,9766.21,9672.19
250,Torneio,25,9667.11,9728.27,9638.61
250,Torneio,25,9842.86,9923.57,9838.19
250,Torneio,25,9902.18,9946.53,9825.71
250,Torneio,25,9646.81,9720.45,9556.93
250,Torneio,25,9897.96,9969.63,9895.44
250,Torneio,25,9856.45,9951.88,9844.31
250,Torneio,25,9694.84,9756.13,9710.75
250,Torneio,25,9694.84,9756.13,9710.75
250,Torneio,26,9611.07,9124.14,9744.65
250,Torneio,26,9642.44,9100.74,9706.91
250,Torneio,26,9661.15,9177.63,9647.72
250,Torneio,26,9828.13,9236.34,9800.97
250,Torneio,26,9688.35,9149.63,9734.75
250,Torneio,26,9842.67,9229.35,9742.14
250,Torneio,26,9728.41,9271.22,9796.86
250,Torneio,26,9739.08,9081.27,9773.31
250,Torneio,26,9665.63,9084.58,9653.26
250,Torneio,26,9686.01,9272.3,9829.4
250,Torneio,26,9780.34,9209.4,9884.31
250,Torneio,26,9773.69,9192.44,9879.11
250,Torneio,26,9785.85,9237.5,9859.24
250,Torneio,26,9760.28,9149.3,9671.53
250,Torneio,26,9875.64,9131.95,9585.92
250,Torneio,26,9538.07,8906.01,9537.05
250,Torneio,26,9742.82,9282.88,9792.07
250,Torneio,26,9725.53,9229.23,9649.56
250,Torneio,26,9693.13,9240.51,9799.16
250,Torneio,26,9667.42,9245.82,9827.24
250,Torneio,26,9813.41,9300.68,9879.76
250,Torneio,26,9725.32,9315.01,9753.28
250,Torneio,26,9802.8,9286.29,9862.28
250,Torneio,26,9699.57,9109.06,9720.41
250,Torneio,26,9784.51,9228.13,9827.95
250,Torneio,26,9809.98,9221.85,9717.08
250,Torneio,26,9650.99,9278.99,9683.12
250,Torneio,26,9728.74,9131.17,9873.61
250,Torneio,26,9549.01,9088.21,9678.84
250,Torneio,26,9492.32,8963.36,9536.01
250,Torneio,26,9781.76,9186.56,9631.49
250,Torneio,26,9745.6,9154.55,9808.29
250,Torneio,26,9623.68,9179.1,9653.99
250,Torneio,26,9779.97,9234.25,9769.06
250,Torneio,26,9644.05,9197.46,9678.75
250,Torneio,26,9637.9,9094.9,9632.97
250,Torneio,26,9793.93,9359.17,9772.01
250,Torneio,26,9455.71,9070.22,9473.58
250,Torneio,26,9750.48,9318.72,9835.34
250,Torneio,26,9626.35,9179.95,9751.54
250,Torneio,26,9723.14,9214.98,9655.79
250,Torneio,26,9732,9334.13,9839.29
250,Torneio,26,9677.74,9134.86,9729.34
250,Torneio,26,9849.06,9292.14,9805.17
250,Torneio,26,9759.06,9185.39,9784.88
250,Torneio,26,9698.65,9107.69,9724.75
250,Torneio,26,9766.09,9322.14,9876.82
250,Torneio,26,9515.09,9101.31,9775.81
250,Torneio,26,9788.27,9313.49,9904.49
250,Torneio,26,9797.1,9286.63,9840.41
250,Torneio,26,9708.31,9289.1,9712.48
250,Torneio,26,9780.97,9220.37,9840.2
250,Torneio,26,9732.9,9206.28,9832.17
250,Torneio,26,9758.25,9242.42,9984.99
250,Torneio,26,9665.11,9074.72,9657.14
250,Torneio,26,9800.66,9225.82,9869.26
250,Torneio,26,9749.13,9216.67,9833.84
250,Torneio,26,9800.37,9314.48,9735.98
250,Torneio,26,9812.38,9264.16,9791.96
250,Torneio,26,9765.31,9266.8,9773.2
250,Torneio,26,9743.65,9230.23,9822.03
250,Torneio,26,9744.14,9219.48,9856.46
250,Torneio,26,9652.31,9158.02,9870.29
250,Torneio,26,9737.42,9140.86,9734.01
250,Torneio,26,9563.92,9085.49,9728.16
250,Torneio,26,9720.37,9247.31,9792.39
250,Torneio,26,9622.91,9121.59,9813.38
250,Torneio,26,9889.61,9292.3,9895.2
250,Torneio,26,9663.54,9125.2,9719.83
250,Torneio,26,9826.66,9259.95,9873.08
250,Torneio,26,9735.45,9164.35,9750.04
250,Torneio,26,9799.89,9309.69,9807.2
250,Torneio,26,9515.04,9114.27,9580.33
250,Torneio,26,9744.41,9072.81,9719.78
250,Torneio,26,9853.76,9252.11,9894.2
250,Torneio,26,9585.56,9195.33,9735.06
250,Torneio,26,9703.21,9167.76,9701.27
250,Torneio,26,9540.17,9146.8,9626.38
250,Torneio,26,9784.86,9156.96,9794.35
250,Torneio,26,9597.39,9149.79,9783.49
250,Torneio,26,9733.22,9226.29,9809.28
250,Torneio,26,9615.22,9322.2,9753.66
250,Torneio,26,9575.47,9089.19,9716
250,Torneio,26,9625.32,9089.28,9640.48
250,Torneio,26,9691.75,9103.17,9718.57
250,Torneio,26,9781.28,9323.93,9795.18
250,Torneio,26,9798.54,9244.07,9866.19
250,Torneio,26,9750.48,9318.72,9835.34
250,Torneio,26,9559.45,8987.57,9540.24
250,Torneio,26,9717.35,9161.85,9763.21
250,Torneio,26,9502.75,8994.78,9632.94
250,Torneio,26,9502.75,8994.78,9632.94
250,Torneio,27,9104.07,9168.11,9335.06
250,Torneio,27,9122.45,9238.96,9335.4
250,Torneio,27,9121.64,9225.78,9375.97
250,Torneio,27,9195.51,9329.85,9395.49
250,Torneio,27,8975.71,9068.77,9144.66
250,Torneio,27,9225.85,9325.39,9400.11
250,Torneio,27,8988.13,9211.02,9204.03
250,Torneio,27,9163.51,9260.47,9394.24
250,Torneio,27,9083.21,9230.4,9397.08
250,Torneio,27,9109.33,9138.02,9327.04
250,Torneio,27,9225.52,9252.48,9322.64
250,Torneio,27,9110.83,9133.96,9230.15
250,Torneio,27,9078.73,9226.23,9334.37
250,Torneio,27,9131.9,9145.33,9383.37
250,Torneio,27,9161.23,9177.17,9389.15
250,Torneio,27,9048,9255.26,9238.78
250,Torneio,27,9262.52,9307.91,9373.6
250,Torneio,27,9254.81,9287.67,9292.73
250,Torneio,27,9088.17,9189.17,9377.28
250,Torneio,27,9114.45,9271.81,9267.45
250,Torneio,27,9099.01,9185.28,9346.84
250,Torneio,27,9168.66,9159.63,9231.55
250,Torneio,27,9065.26,9006.2,9140.72
250,Torneio,27,9197.07,9328.3,9360.05
250,Torneio,27,9248.02,9309.69,9352.98
250,Torneio,27,8991.01,9150.65,9293.53
250,Torneio,27,9248.02,9309.69,9352.98
250,Torneio,27,9190.45,9333.49,9407.93
250,Torneio,27,9262.52,9307.91,9373.6
250,Torneio,27,9190.45,9333.49,9407.93
250,Torneio,27,9141.18,9268.56,9364.76
250,Torneio,27,9169.69,9229.67,9296.71
250,Torneio,27,9210.5,9291,9275.56
250,Torneio,27,9036.04,9149.94,9250.37
250,Torneio,27,9169.37,9275.66,9341.1
250,Torneio,27,9090.85,9224.27,9298.97
250,Torneio,27,9168.23,9318.53,9375.23
250,Torneio,27,9203.37,9303.18,9311.75
250,Torneio,27,9240.69,9314.1,9432.95
250,Torneio,27,9111.22,9254.56,9375.34
250,Torneio,27,9244.68,9325.71,9427.4
250,Torneio,27,9188.79,9285.11,9354.44
250,Torneio,27,9096.9,9139.64,9253.56
250,Torneio,27,9247.19,9204.86,9446.13
250,Torneio,27,9037.43,9249.38,9366.41
250,Torneio,27,9136.74,9266.48,9247.11
250,Torneio,27,9131.5,9335.42,9371.84
250,Torneio,27,9011.02,9111.11,9296.58
250,Torneio,27,9244.68,9325.71,9427.4
250,Torneio,27,9173.72,9186.52,9309.43
250,Torneio,27,9122.37,9346.86,9403.93
250,Torneio,27,9195.51,9329.85,9395.49
250,Torneio,27,9205.21,9261.15,9319.47
250,Torneio,27,9195.51,9329.85,9395.49
250,Torneio,27,9185.95,9276.31,9400.43
250,Torneio,27,9105.82,9138.65,9239.36
250,Torneio,27,9152.44,9322.24,9395.92
250,Torneio,27,9076.99,9191.21,9335.59
250,Torneio,27,9077.09,9318.15,9358.77
250,Torneio,27,9248.02,9309.69,9352.98
250,Torneio,27,9244.68,9325.71,9427.4
250,Torneio,27,8930.26,9119.95,9152.94
250,Torneio,27,9230.42,9230.44,9401.24
250,Torneio,27,8960.4,9015.1,9260.17
250,Torneio,27,9154.35,9271.2,9389.34
250,Torneio,27,9044.85,9155.79,9338.98
250,Torneio,27,9018.96,9073.32,9081.71
250,Torneio,27,9150.07,9212.63,9372.18
250,Torneio,27,9215.27,9252.63,9341.23
250,Torneio,27,9112.4,9234.9,9325.08
250,Torneio,27,9174.85,9294.54,9373.79
250,Torneio,27,8977.95,9156.42,9320.64
250,Torneio,27,9087.88,9251.33,9276.5
250,Torneio,27,9081.72,9190.98,9268.31
250,Torneio,27,9240.69,9314.1,9432.95
250,Torneio,27,9149.3,9134.2,9329.18
250,Torneio,27,9218.18,9256.89,9402.61
250,Torneio,27,9174.44,9191,9322.79
250,Torneio,27,9262.52,9307.91,9373.6
250,Torneio,27,9140.47,9303.43,9354.8
250,Torneio,27,9100.96,9162.88,9280.2
250,Torneio,27,9248.02,9309.69,9352.98
250,Torneio,27,9195.92,9228.34,9324.26
250,Torneio,27,8841.82,9097.72,9285.51
250,Torneio,27,9240.69,9314.1,9432.95
250,Torneio,27,9069.52,9084.02,9161.1
250,Torneio,27,9023.18,9174.9,9244.66
250,Torneio,27,9169.37,9275.66,9341.1
250,Torneio,27,9162,9282.7,9417.03
250,Torneio,27,9159.22,9286.63,9395.98
250,Torneio,27,9099.87,9261.46,9324.22
250,Torneio,27,9099.87,9261.46,9324.22
250,Torneio,28,9609.75,9996.95,9144.85
250,Torneio,28,9580.2,9911.61,9042.31
250,Torneio,28,9566.53,9988.09,9116.21
250,Torneio,28,9500.78,9759.83,8849.22
250,Torneio,28,9645.74,10139.7,9234.82
250,Torneio,28,9576.73,9984.25,9101.16
250,Torneio,28,9516.92,9897.1,9094.76
250,Torneio,28,9551.48,10073,9096.79
250,Torneio,28,9469.32,9860.66,9136.49
250,Torneio,28,9609.59,9993.57,9196.77
250,Torneio,28,9697.81,9987.28,9090.61
250,Torneio,28,9629.18,10051.5,9136.59
250,Torneio,28,9646.27,10106.9,9288.06
250,Torneio,28,9539.81,9870.68,9022.7
250,Torneio,28,9666.45,10104.1,9226.34
250,Torneio,28,9556.34,10019.7,9174.83
250,Torneio,28,9556.41,10064.1,9051.81
250,Torneio,28,9475.32,10009.3,8990.46
250,Torneio,28,9545.93,9973.63,9249.54
250,Torneio,28,9679.87,10064.6,9164.95
250,Torneio,28,9666.45,10104.1,9226.34
250,Torneio,28,9666.45,10104.1,9226.34
250,Torneio,28,9552.26,10033.9,9151.94
250,Torneio,28,9635.59,10058.7,9126.7
250,Torneio,28,9610.47,9957.19,9170.82
250,Torneio,28,9538.01,10007.8,9117.96
250,Torneio,28,9535.38,10039.3,9202.24
250,Torneio,28,9277.41,9697.71,8923.46
250,Torneio,28,9592.46,9957.27,9135.19
250,Torneio,28,9676.68,10096.5,9208.45
250,Torneio,28,9616.92,10157.4,9294.8
250,Torneio,28,9511.82,9969.45,9106.87
250,Torneio,28,9701.44,10094.4,9259.8
250,Torneio,28,9358.16,9912.23,9089
250,Torneio,28,9504.21,9842.59,9011.05
250,Torneio,28,9547.29,9926.33,9133.56
250,Torneio,28,9500.32,9817.16,9074.88
250,Torneio,28,9310.91,9841,8942.34
250,Torneio,28,9555.5,10023.3,9163.51
250,Torneio,28,9506.15,10044.5,9093.15
250,Torneio,28,9613.77,10058.5,9137.03
250,Torneio,28,9337.37,10051.3,9136.68
250,Torneio,28,9540.53,9990.56,9084.77
250,Torneio,28,9588.98,9950.19,9224.41
250,Torneio,28,9516.32,9857.73,9054.05
250,Torneio,28,9625.44,10034.3,9135.03
250,Torneio,28,9568.58,10032.2,9191.82
250,Torneio,28,9427.18,9821.09,9059.62
250,Torneio,28,9439.67,9958.65,9053.61
250,Torneio,28,9635.09,10070.6,9165.45
250,Torneio,28,9568.96,10084.9,9149.15
250,Torneio,28,9486.1,10016.2,9031.1
250,Torneio,28,9486.56,9823.88,9184.3
250,Torneio,28,9600.57,9908.53,8996.12
250,Torneio,28,9292.82,9652.58,8730.45
250,Torneio,28,9655.11,9976.75,9050.89
250,Torneio,28,9591.21,10008.6,9137.82
250,Torneio,28,9601.98,10021.6,9203.54
250,Torneio,28,9599.34,10140.8,9267.96
250,Torneio,28,9614.81,10046,9140.6
250,Torneio,28,9579.82,9991.06,9079.34
250,Torneio,28,9449.96,9888.04,9157.46
250,Torneio,28,9365.81,9711.95,9113.15
250,Torneio,28,9634.71,10040.4,9013.31
250,Torneio,28,9536.34,10003.9,9128.17
250,Torneio,28,9661.7,9941.45,9022.23
250,Torneio,28,9162.1,9681.44,8904.65
250,Torneio,28,9393.92,9855.88,9162.03
250,Torneio,28,9239.06,9728.66,8846.01
250,Torneio,28,9560.68,10099.1,9191.79
250,Torneio,28,9377.46,9775.79,9011
250,Torneio,28,9613.95,10049.3,9180.89
